Survived,Pclass,Age,Sex,Cabin
0,3,0.5618346613021824,1,115
0,3,-0.1307544953608629,1,115
1,3,-0.6694349505432314,0,115
1,3,0.0,1,115
0,3,0.6387890120425208,1,115
1,3,0.0,0,115
0,1,1.3313781687055661,1,52
0,3,-1.169638230355431,0,115
0,3,-0.5924805998028931,1,115
0,3,-0.7463893012835698,0,115
0,3,-0.977252353504585,0,115
0,3,-0.6694349505432314,1,115
0,3,3.139805411103518,1,115
0,2,-0.05380014462052453,1,115
0,1,-0.4385718983222164,1,36
0,3,-2.1315676146096605,0,115
0,2,-0.6694349505432314,1,115
0,3,0.0,1,115
0,2,0.21554008297065974,1,115
1,2,0.21554008297065974,0,117
0,1,1.8700586238879346,1,98
1,3,-1.3620241072062766,1,115
0,3,0.0,1,115
1,3,-0.4385718983222164,1,115
1,3,0.0,0,139
0,3,1.1774694672248893,1,115
0,3,0.25401725834082894,1,115
0,3,-0.7463893012835698,1,115
0,3,1.3313781687055661,0,115
1,2,-0.05380014462052453,0,115
0,2,-0.361617547581878,1,115
0,2,-0.5155262490625547,1,115
1,1,-0.8233436520239081,0,107
0,1,0.5618346613021824,1,55
0,3,-1.0542067042449232,1,115
0,1,-0.4385718983222164,1,45
0,3,0.0,0,115
1,3,-0.5924805998028931,0,115
1,3,-0.4385718983222164,0,115
0,3,-0.8233436520239081,1,115
0,2,-0.9002980027642465,1,115
0,2,-0.8233436520239081,1,115
1,3,-0.20770884610120124,1,115
0,3,-1.5928871594272918,0,115
0,2,0.5233574859320133,1,142
0,2,0.9466064150038742,1,115
0,2,1.6391955716669195,1,115
1,1,-0.5924805998028931,0,61
0,3,1.985490149998442,1,115
0,3,0.8311748888933667,1,115
0,3,0.0,1,115
0,1,1.6391955716669195,1,115
1,3,-1.0542067042449232,0,115
0,3,0.02315420611981384,1,115
0,3,0.0,1,115
0,3,0.0,1,115
0,3,1.100515116484551,1,115
1,2,0.7926977135231975,0,115
0,3,-0.2846631968415396,1,115
0,3,-0.977252353504585,1,115
0,3,-2.208521965349999,1,115
1,3,-1.5928871594272918,1,115
1,1,0.0,0,124
0,3,1.1774694672248893,0,115
0,1,0.0,1,115
0,3,-0.1307544953608629,1,115
0,1,2.4087390790703034,1,18
0,3,-1.9776589131289837,1,115
1,3,-2.208521965349999,0,115
0,3,-0.6694349505432314,1,115
0,1,2.0239673253686115,1,14
0,3,-0.9002980027642465,1,115
0,3,0.0,1,115
0,1,1.5622412209265812,0,69
0,2,0.02315420611981384,1,115
0,3,0.48488031056184405,1,115
0,3,0.0,0,115
0,2,0.0,1,115
0,3,-1.5928871594272918,1,115
1,2,-2.208521965349999,1,145
1,3,-1.9776589131289837,0,115
0,1,0.0,1,9
1,3,0.0,0,115
1,1,1.1774694672248893,1,115
0,3,0.7926977135231975,1,115
0,3,0.48488031056184405,1,115
1,2,0.17706290760049057,0,115
0,2,-0.8233436520239081,1,115
1,3,-0.8233436520239081,0,115
1,2,-2.054613263869322,1,142
1,1,1.100515116484551,0,28
1,1,2.177876026849288,0,43
0,3,0.0,1,115
0,3,0.9466064150038742,1,115
1,3,0.0,0,115
0,2,-0.4385718983222164,0,115
0,3,-0.1307544953608629,1,115
0,3,0.0,1,115
0,3,0.3309716090811673,1,115
0,3,1.2159466425950585,1,115
1,3,-0.9002980027642465,1,115
0,3,-2.1315676146096605,0,146
0,3,0.17706290760049057,1,115
1,3,-0.2846631968415396,1,115
1,3,-1.0542067042449232,0,115
1,1,0.7926977135231975,1,8
0,3,-0.4385718983222164,1,115
1,2,0.40792595982150565,0,115
0,3,-0.5924805998028931,1,115
0,2,0.02315420611981384,1,115
0,3,0.0,1,115
1,1,0.1001085568601522,0,103
1,3,-0.20770884610120124,0,115
0,2,0.9466064150038742,1,115
1,1,0.17706290760049057,0,93
0,2,0.02315420611981384,1,115
1,3,-1.0542067042449232,1,115
0,2,-0.20770884610120124,1,115
0,3,1.6391955716669195,1,115
0,3,0.0,1,115
1,1,0.6387890120425208,1,87
0,3,-0.5924805998028931,1,115
1,2,-0.8233436520239081,1,115
0,3,-0.7079121259134006,1,115
0,2,-0.9002980027642465,1,115
0,3,0.0,0,115
1,1,0.40792595982150565,0,80
0,3,-0.05380014462052453,1,115
0,2,2.2548303775896263,1,115
1,3,-1.9007045623886454,0,115
0,2,-0.4385718983222164,1,115
0,3,0.0,0,115
0,2,1.100515116484551,1,115
1,2,-1.6698415101676303,0,115
0,2,-0.8233436520239081,1,115
0,2,0.25401725834082894,1,115
0,3,0.0,0,115
1,3,0.0,0,115
0,2,-0.05380014462052453,1,115
0,3,-0.5924805998028931,1,115
0,3,0.02315420611981384,1,115
0,1,1.100515116484551,1,78
0,3,-0.361617547581878,0,115
1,2,-0.4385718983222164,0,115
1,1,0.5618346613021824,1,102
0,2,1.8700586238879346,1,115
0,3,0.0,1,115
0,3,-0.05380014462052453,0,146
0,1,2.4856934298106417,1,83
0,3,0.02315420611981384,1,115
0,3,0.8696520642635358,0,115
1,3,-0.05380014462052453,0,115
1,1,0.0,0,115
1,1,0.02315420611981384,0,40
1,1,0.40792595982150565,0,115
1,2,1.5622412209265812,0,115
0,3,0.0,1,115
1,3,-2.054613263869322,1,115
0,1,1.7161499224072578,1,135
0,1,0.7926977135231975,1,46
0,3,0.0,0,115
0,2,0.48488031056184405,1,115
0,3,-1.0542067042449232,1,115
1,3,-0.361617547581878,1,115
1,1,2.177876026849288,0,57
1,1,0.40792595982150565,0,89
0,1,0.0,1,115
1,3,-0.361617547581878,1,115
1,2,0.8696520642635358,0,115
0,1,0.5618346613021824,1,54
1,3,0.0,0,115
1,1,2.56264778055098,0,113
0,3,1.1774694672248893,0,115
0,2,0.0,1,115
0,3,-1.7467958609079686,1,115
1,3,0.40792595982150565,0,115
0,3,2.7165564820316566,1,115
0,3,-0.1307544953608629,1,115
0,3,-1.0542067042449232,1,115
1,3,-0.8233436520239081,1,115
0,1,0.0,1,3
0,3,0.25401725834082894,1,115
1,3,0.02315420611981384,1,115
0,3,-0.5924805998028931,1,115
1,2,0.9466064150038742,1,115
1,3,-0.5924805998028931,0,115
1,1,-0.2846631968415396,0,115
1,1,-0.8233436520239081,0,31
0,2,0.48488031056184405,1,90
0,3,-0.4385718983222164,0,115
0,3,-0.4385718983222164,1,115
0,1,0.0,1,115
0,3,-0.47704907369238553,1,115
0,1,-2.1315676146096605,0,62
1,1,0.0,1,51
1,1,1.5622412209265812,0,36
1,3,0.0,0,115
1,3,0.0,1,115
0,3,-0.8233436520239081,1,115
1,2,0.0,0,117
0,3,0.0,1,115
1,1,-2.214678313409226,1,62
1,1,0.0,0,115
1,1,-0.977252353504585,0,74
0,2,0.02315420611981384,1,115
1,1,0.02315420611981384,0,126
1,1,-0.4385718983222164,0,72
1,1,-0.9002980027642465,0,35
0,2,-0.2846631968415396,0,115
0,3,-0.1307544953608629,1,115
0,2,1.0235607657442125,1,115
1,3,-0.2846631968415396,0,115
1,2,-0.4385718983222164,0,115
0,2,1.8700586238879346,1,115
1,1,0.1001085568601522,0,76
1,1,0.7926977135231975,0,125
0,3,-0.5924805998028931,1,115
0,3,-0.20770884610120124,1,115
1,2,0.02315420611981384,0,115
1,2,-0.5924805998028931,0,115
0,3,0.0,1,115
1,1,0.48488031056184405,0,65
0,3,2.4087390790703034,1,115
1,2,0.48488031056184405,0,90
1,3,0.1001085568601522,0,115
1,1,-1.0542067042449232,0,17
1,3,0.0,0,115
0,1,1.2159466425950585,1,56
0,1,0.6387890120425208,1,85
0,3,-1.0542067042449232,1,115
1,1,0.0,0,115
0,3,0.0,1,115
0,1,-0.05380014462052453,1,61
1,1,0.8696520642635358,0,128
1,3,1.1774694672248893,1,115
0,1,1.1774694672248893,1,147
1,2,-2.1315676146096605,1,142
1,1,-0.4385718983222164,0,63
0,2,-0.1307544953608629,1,115
0,2,-0.361617547581878,1,115
0,2,0.48488031056184405,1,115
1,2,-0.4385718983222164,0,143
1,2,0.7926977135231975,0,115
1,3,0.0,0,115
1,3,-2.054613263869322,1,115
0,3,0.9466064150038742,1,115
0,3,-0.5155262490625547,1,115
0,1,0.0,1,59
0,3,-1.1311610549852615,1,115
0,3,-0.361617547581878,1,115
0,3,0.0,1,115
0,3,-0.1307544953608629,1,115
1,1,-0.5924805998028931,0,124
0,2,0.6387890120425208,0,115
1,3,0.0,0,115
1,3,0.0,0,115
0,3,0.7926977135231975,1,115
0,2,-0.05380014462052453,1,115
0,3,1.1774694672248893,0,115
0,3,0.40792595982150565,1,115
0,3,0.0,1,115
0,3,0.02315420611981384,1,115
1,1,2.3317847283299646,0,104
1,3,0.0,0,115
1,3,0.0,0,115
1,1,-0.4385718983222164,0,24
1,1,-0.361617547581878,1,132
0,3,-0.9002980027642465,1,115
0,3,-0.8233436520239081,1,115
0,1,-0.5924805998028931,1,115
0,3,-2.054613263869322,0,115
1,1,0.0,0,115
1,3,-0.5924805998028931,0,115
0,1,-0.20770884610120124,1,79
0,3,-0.7463893012835698,1,115
0,3,-0.8233436520239081,1,115
1,1,0.9466064150038742,0,115
1,3,-2.208521965349999,0,115
0,3,0.17706290760049057,1,115
1,1,0.40792595982150565,0,115
0,3,0.0,1,115
0,2,-0.9002980027642465,1,115
0,3,-2.208521965349999,1,115
1,2,0.48488031056184405,0,115
0,3,0.0,1,115
1,2,-0.977252353504585,0,115
1,1,0.48488031056184405,1,47
1,3,-0.6694349505432314,1,115
0,3,-0.1307544953608629,1,115
1,1,-0.5155262490625547,0,103
1,3,-0.4385718983222164,0,146
0,3,-0.5924805998028931,1,115
0,3,0.1001085568601522,0,115
0,2,1.2544238179652276,1,115
0,2,-0.5155262490625547,1,115
1,2,-0.1307544953608629,0,115
1,3,0.7157433627828591,1,115
0,3,-0.2846631968415396,1,115
0,3,-0.6694349505432314,0,115
0,3,-0.1307544953608629,1,115
0,3,-0.7463893012835698,0,115
0,2,0.3309716090811673,1,115
0,3,1.6391955716669195,1,115
1,2,-2.054613263869322,1,115
0,3,-0.6694349505432314,1,115
0,3,0.0,0,115
0,3,0.0,1,115
0,3,0.0,1,115
1,1,0.25401725834082894,0,78
0,2,0.0,1,115
1,3,1.100515116484551,1,115
0,3,0.0,0,115
1,2,0.3309716090811673,0,115
1,2,-0.9002980027642465,0,115
0,2,0.02315420611981384,1,115
0,3,-1.5159328086869535,0,115
0,3,0.0,1,115
0,3,-0.6694349505432314,1,115
0,3,-0.05380014462052453,1,115
0,3,-0.1307544953608629,0,115
0,3,-0.9002980027642465,1,115
0,3,0.0,1,115
1,2,-0.1307544953608629,0,115
1,2,-0.8233436520239081,0,115
0,3,0.0,1,115
1,3,0.17706290760049057,1,116
1,1,-0.1307544953608629,1,71
1,3,0.0,0,115
1,2,0.9466064150038742,0,115
0,3,-0.977252353504585,1,115
0,1,1.5622412209265812,1,129
1,1,-1.2081154057256,0,47
0,3,-0.6694349505432314,0,115
1,2,-0.4385718983222164,0,115
0,1,2.6396021312913183,1,63
0,2,0.1001085568601522,1,115
1,2,1.1774694672248893,0,115
0,3,-0.7463893012835698,1,115
0,3,-0.361617547581878,1,115
1,2,-0.1307544953608629,0,115
1,3,0.0,1,115
1,1,-1.9776589131289837,1,10
1,2,-1.2850697564659384,0,115
1,1,0.3309716090811673,1,115
1,3,-1.9007045623886454,0,115
1,1,1.7161499224072578,1,50
0,2,0.48488031056184405,1,115
0,3,0.0,1,115
0,1,0.02315420611981384,1,53
1,1,1.4852868701862427,1,86
0,3,0.0,1,115
1,3,-0.05380014462052453,1,115
0,1,2.7165564820316566,1,127
1,1,0.0,0,97
1,2,1.5622412209265812,0,115
0,3,0.0,1,115
1,1,1.4083325194459044,1,118
0,3,0.3309716090811673,1,115
0,1,1.3313781687055661,1,134
0,2,1.4083325194459044,1,115
0,3,0.0,1,115
0,3,0.6387890120425208,1,115
0,2,0.0,1,115
0,1,2.0239673253686115,1,115
0,3,0.0,1,115
1,3,-2.2277605530350835,0,115
0,3,0.0,1,115
0,3,0.6387890120425208,1,115
1,2,0.25401725834082894,0,115
1,2,-0.5155262490625547,0,90
0,3,-0.5924805998028931,0,115
0,1,0.0,1,1
0,2,0.3309716090811673,1,115
0,3,-0.05380014462052453,1,115
0,3,-0.5924805998028931,1,115
1,3,-2.1315676146096605,0,115
0,3,-1.5928871594272918,1,115
0,2,0.0,1,115
0,3,1.5622412209265812,1,115
1,3,2.56264778055098,0,115
1,1,-0.361617547581878,1,31
0,3,0.0,0,115
1,1,0.40792595982150565,0,87
0,1,2.177876026849288,1,25
0,3,0.02315420611981384,1,115
1,3,-1.5928871594272918,1,115
0,3,0.0,1,115
0,3,-0.6694349505432314,1,115
0,1,1.947012974628273,1,64
0,1,3.1782825864736868,1,115
0,3,-0.6694349505432314,1,115
0,3,0.0,1,115
1,1,1.8700586238879346,0,96
0,3,0.0,1,115
0,1,-0.361617547581878,0,62
0,3,-0.4385718983222164,1,115
0,3,-0.977252353504585,1,115
0,3,-0.6694349505432314,0,115
0,3,0.0,0,115
0,3,0.5618346613021824,0,115
1,1,-1.0542067042449232,0,42
0,1,-0.9002980027642465,1,74
1,2,0.25401725834082894,0,115
1,1,0.0,1,115
0,3,-0.1307544953608629,1,115
1,3,-0.2846631968415396,1,115
1,3,-0.05380014462052453,1,115
0,3,0.0,1,115
1,1,0.48488031056184405,1,122
1,1,1.8700586238879346,0,115
0,3,-0.4385718983222164,1,115
0,1,1.3313781687055661,1,106
1,2,0.3309716090811673,0,143
0,3,0.0,1,115
1,2,0.48488031056184405,0,115
0,3,0.17706290760049057,1,115
1,1,0.02315420611981384,0,39
0,3,-0.5924805998028931,1,115
0,3,0.0,1,115
1,1,1.100515116484551,0,17
0,3,0.0,1,115
0,3,0.8311748888933667,1,115
1,2,1.5622412209265812,0,115
0,1,0.0,1,88
0,3,0.7157433627828591,1,115
0,2,-0.5155262490625547,1,115
1,2,-2.1315676146096605,0,115
0,3,0.0,1,115
0,3,-0.977252353504585,1,115
1,3,0.0,0,115
0,3,0.02315420611981384,0,115
1,2,-1.7467958609079686,0,115
0,1,1.1774694672248893,1,26
1,1,0.02315420611981384,0,115
0,3,0.0,1,115
1,1,-0.5924805998028931,0,27
1,1,0.48488031056184405,0,20
0,3,-1.5928871594272918,0,115
0,3,-1.4389784579466152,0,115
1,2,0.17706290760049057,1,115
0,1,1.5622412209265812,1,82
0,1,2.6396021312913183,1,115
1,2,-0.8233436520239081,0,115
1,2,0.0,1,115
0,3,0.25401725834082894,1,115
1,2,-1.6698415101676303,1,115
1,1,-0.977252353504585,1,77
0,2,-0.20770884610120124,1,115
0,3,0.0,1,115
1,3,-0.5924805998028931,1,115
1,3,-0.5924805998028931,0,115
0,1,2.4856934298106417,1,115
1,1,1.4083325194459044,0,2
0,1,0.0,1,115
1,1,0.7157433627828591,0,135
1,3,0.48488031056184405,0,115
0,3,0.0,1,115
0,3,0.7926977135231975,1,115
0,2,-0.1307544953608629,1,115
0,3,0.0,1,115
0,3,0.0,0,115
0,3,-0.4385718983222164,1,115
0,3,-0.8233436520239081,1,115
0,3,-0.05380014462052453,0,115
0,3,0.0,1,115
1,3,0.17706290760049057,1,115
1,2,2.4856934298106417,1,115
1,1,1.7931042731475964,0,48
1,1,0.48488031056184405,1,122
1,3,0.0,0,115
0,3,-1.0542067042449232,1,115
0,3,-0.8233436520239081,1,115
1,2,0.3309716090811673,0,115
1,1,0.7157433627828591,0,129
0,3,0.0,0,115
1,3,0.17706290760049057,1,115
1,2,-0.361617547581878,0,115
1,1,0.7157433627828591,0,75
0,2,1.8700586238879346,1,115
0,1,0.48488031056184405,1,0
0,3,0.0,1,115
1,1,-0.9002980027642465,0,136
0,2,1.3313781687055661,1,115
1,1,2.3317847283299646,1,29
0,3,-0.5924805998028931,1,115
0,3,0.0,1,115
0,3,0.40792595982150565,1,115
1,1,1.7161499224072578,0,96
0,3,1.3313781687055661,1,115
0,3,0.0,0,115
0,2,0.5618346613021824,1,115
0,3,0.48488031056184405,1,115
1,2,0.0,0,115
0,3,1.4852868701862427,1,115
0,3,0.0,1,115
1,1,1.4852868701862427,1,4
1,2,-0.4385718983222164,0,115
0,3,0.0,1,115
0,1,0.0,1,115
0,3,1.100515116484551,1,115
1,1,0.40792595982150565,1,115
0,3,0.48488031056184405,1,115
0,3,0.02315420611981384,1,115
1,1,-0.20770884610120124,1,115
1,2,-0.5924805998028931,0,115
1,1,0.7926977135231975,0,57
0,3,0.7157433627828591,0,115
0,3,0.0,1,115
1,3,0.0,0,115
0,3,0.0,1,115
0,3,0.40792595982150565,1,115
1,2,-0.4385718983222164,0,115
0,3,0.3309716090811673,1,115
0,3,-0.2846631968415396,0,115
1,2,-1.9776589131289837,0,145
0,2,-0.2846631968415396,1,115
0,3,-0.20770884610120124,1,115
1,1,0.9466064150038742,1,95
1,3,-0.7463893012835698,1,115
0,3,-0.6694349505432314,1,115
0,3,-0.6694349505432314,1,115
0,1,2.4087390790703034,1,110
0,2,2.1009216761089498,1,115
1,1,-0.6694349505432314,0,114
0,3,-0.2846631968415396,1,115
0,3,0.0,1,115
1,1,3.8708717431367323,1,5
0,3,1.6391955716669195,1,115
1,1,0.17706290760049057,1,33
0,1,0.0,1,115
0,3,-1.5928871594272918,0,115
1,2,-0.1307544953608629,0,115
0,3,0.17706290760049057,1,115
0,2,0.1001085568601522,1,115
0,3,0.8696520642635358,0,115
0,3,0.0,1,115
0,3,-0.7463893012835698,1,115
1,1,-0.4385718983222164,0,24
0,3,-2.1315676146096605,0,115
1,3,0.0,1,115
1,3,-2.2277605530350835,0,115
1,1,1.4083325194459044,1,101
0,3,-0.8233436520239081,1,115
1,1,2.0239673253686115,1,7
0,3,0.0,1,115
1,3,-0.5155262490625547,0,115
0,3,0.0,1,115
1,2,-0.9002980027642465,0,115
0,3,-0.6694349505432314,1,115
1,3,0.0,0,115
0,3,-0.9002980027642465,0,115
0,2,-0.4385718983222164,1,115
0,3,0.0,1,115
0,3,0.17706290760049057,0,115
0,2,-0.5155262490625547,1,115
0,1,2.177876026849288,1,108
1,1,1.5622412209265812,1,115
0,3,0.7926977135231975,1,115
0,1,1.3313781687055661,1,133
0,3,0.48488031056184405,1,115
1,3,-0.7463893012835698,1,115
0,2,0.17706290760049057,1,115
0,2,-0.361617547581878,1,115
0,3,0.0,1,115
0,3,1.0235607657442125,1,115
1,1,0.0,0,58
1,2,0.7926977135231975,0,115
0,1,0.1001085568601522,1,38
0,2,3.1013282357333485,1,115
1,2,0.1001085568601522,1,115
0,2,0.0,1,115
0,3,-0.9002980027642465,1,115
0,3,-0.4000947229520472,1,115
1,3,-0.9002980027642465,0,115
0,3,1.0235607657442125,0,115
1,1,0.48488031056184405,1,34
0,3,0.0,0,115
1,1,-0.20770884610120124,1,109
0,3,-0.7463893012835698,1,115
0,3,-1.2081154057256,1,115
0,2,2.3317847283299646,1,115
0,2,-0.361617547581878,1,115
0,3,-1.2081154057256,1,115
0,3,-0.8233436520239081,1,115
0,3,-0.9002980027642465,1,115
1,1,-1.1311610549852615,0,32
1,1,0.1001085568601522,1,19
1,3,-1.9776589131289837,0,115
1,3,0.0,1,115
0,3,-0.361617547581878,1,115
0,1,2.3317847283299646,1,115
0,2,1.7161499224072578,1,115
0,3,1.100515116484551,1,115
1,3,0.0,0,115
0,1,1.4852868701862427,1,75
0,3,0.9466064150038742,1,140
1,1,-0.9002980027642465,0,73
1,1,0.40792595982150565,1,121
0,3,-0.9002980027642465,0,115
0,3,-0.361617547581878,1,115
0,3,-0.2846631968415396,1,115
0,2,0.7157433627828591,1,115
1,2,1.1774694672248893,0,115
1,1,0.9466064150038742,1,121
1,1,-0.5924805998028931,0,115
1,3,0.0,1,115
1,1,-0.4385718983222164,0,84
0,1,0.0,1,56
1,1,1.4083325194459044,1,58
0,3,-0.05380014462052453,1,115
0,2,1.7161499224072578,1,115
0,3,-0.8233436520239081,1,141
1,1,0.6387890120425208,0,66
1,2,-0.20770884610120124,0,117
0,3,0.0,1,115
0,3,0.25401725834082894,1,115
1,2,-1.8237502116483069,0,115
0,3,-0.977252353504585,1,115
0,2,0.3309716090811673,1,115
0,2,1.5622412209265812,1,115
1,1,-0.20770884610120124,1,138
0,3,-0.7463893012835698,1,115
1,2,0.02315420611981384,0,115
1,3,0.0,0,115
0,2,-0.361617547581878,1,115
0,3,-0.361617547581878,0,115
1,1,-0.05380014462052453,0,32
0,3,-1.4389784579466152,1,115
0,2,0.0,1,115
0,2,-0.5155262490625547,1,115
0,2,-0.5155262490625547,1,115
0,3,-0.0922773199906937,1,115
0,3,1.4083325194459044,0,115
1,1,0.40792595982150565,1,15
0,3,0.0,1,115
0,3,0.0,1,115
1,1,0.0,1,105
0,1,0.48488031056184405,1,67
1,1,-0.6694349505432314,0,35
0,3,-0.4385718983222164,1,115
1,3,0.1001085568601522,1,115
0,1,3.1013282357333485,1,20
0,3,-1.0542067042449232,1,115
1,2,0.02315420611981384,0,115
0,1,-0.8233436520239081,1,100
0,3,0.1001085568601522,1,115
1,2,-1.9776589131289837,0,115
1,3,-1.8237502116483069,1,119
0,3,0.25401725834082894,1,115
0,3,-0.5155262490625547,1,115
1,2,1.4083325194459044,0,115
1,2,-2.23391690109431,1,115
0,3,-0.1307544953608629,1,115
0,2,-0.9002980027642465,1,115
0,3,0.3309716090811673,1,115
1,1,0.25401725834082894,0,40
0,3,0.0,1,115
0,3,0.8696520642635358,1,115
1,3,-0.7463893012835698,1,115
1,1,0.48488031056184405,0,47
0,3,-1.0542067042449232,1,115
1,1,1.6391955716669195,0,92
0,1,0.0,1,115
0,3,0.061631381489983025,0,115
0,3,0.0,1,115
0,3,0.17706290760049057,1,115
0,3,-0.4385718983222164,1,115
0,3,1.4083325194459044,1,115
0,2,2.1009216761089498,0,137
0,3,0.0,1,115
1,2,1.8700586238879346,0,115
0,3,-0.9002980027642465,1,115
0,3,0.0,1,144
1,3,-1.9007045623886454,0,115
0,3,0.0,1,115
1,1,1.0235607657442125,0,22
1,3,-1.2850697564659384,0,115
1,1,-0.977252353504585,0,19
0,1,-0.05380014462052453,1,112
0,3,0.0,1,115
0,3,-0.361617547581878,1,115
0,3,-0.361617547581878,1,115
1,3,-0.9002980027642465,0,115
0,3,-1.6698415101676303,1,115
1,3,-2.208521965349999,1,115
0,1,1.2544238179652276,1,44
0,3,0.0,1,115
0,2,-1.0542067042449232,1,115
0,3,0.0,0,115
0,1,0.0,1,115
0,3,-0.361617547581878,1,115
0,2,0.7157433627828591,1,115
1,1,1.4852868701862427,0,94
1,3,0.1001085568601522,0,115
0,3,0.02315420611981384,1,115
0,3,0.02315420611981384,0,115
0,2,0.3309716090811673,1,115
1,2,0.1001085568601522,0,115
1,1,-1.4389784579466152,1,47
1,3,-2.2531554887793948,1,115
1,3,-0.20770884610120124,1,115
0,3,0.1001085568601522,1,115
0,1,0.7157433627828591,1,11
0,3,-0.9002980027642465,0,115
0,2,0.7157433627828591,1,115
1,1,0.25401725834082894,0,138
0,3,-0.2846631968415396,1,115
0,3,0.7157433627828591,1,115
0,2,0.40792595982150565,1,115
0,3,-1.8237502116483069,0,115
0,3,0.061631381489983025,1,115
0,1,0.0,1,16
0,3,-0.5155262490625547,0,115
0,2,0.1001085568601522,1,115
0,3,1.0235607657442125,1,115
0,3,-1.5159328086869535,1,115
1,1,1.7161499224072578,0,37
1,3,-0.20770884610120124,1,115
0,1,0.6387890120425208,1,115
1,3,-0.20770884610120124,0,119
0,3,-2.1315676146096605,1,115
0,3,0.0,1,115
0,3,0.0,1,115
1,2,-2.208521965349999,1,115
1,3,0.0,1,115
1,1,2.4856934298106417,0,21
1,3,-1.1311610549852615,0,115
1,2,-2.2216042049758564,1,115
0,3,0.0,1,115
0,3,-0.5155262490625547,1,115
0,3,-0.9002980027642465,1,115
1,1,0.7157433627828591,0,131
0,3,-0.6694349505432314,1,115
0,3,0.0,1,115
1,3,0.17706290760049057,1,115
1,1,0.0,1,68
0,3,-0.7463893012835698,1,115
0,2,-1.0542067042449232,1,115
1,1,0.02315420611981384,0,115
0,3,0.3694487844513365,1,115
0,3,-0.977252353504585,1,115
0,3,0.9466064150038742,1,115
0,3,0.0,1,115
0,3,0.40792595982150565,1,115
0,2,-0.1307544953608629,1,115
1,1,0.0,0,86
0,3,-1.9776589131289837,1,115
0,3,3.409145638694702,1,115
0,3,-1.5928871594272918,0,115
1,1,-1.0542067042449232,0,99
